index, timestamp, HR, AVNN, SDNN, rMSSD, pNN50, LF, HF, LFHF, alpha_1, artifacts_removed 

0,1676098199780,62.68937415108139,957.1,114.52957405549594,44.02556075736003,10.344827586206897,0.09064623237345326,0.02711767499958262,3.3426992680916943,1.480255196609253,2.0
1,1676098230432,51.59071367153912,1163.0,35.748089822057985,37.523859076592856,7.6923076923076925,0.01849516797072311,0.04076653261461781,0.45368508883414893,1.0593798466265123,0.0
2,1676098260620,51.79282868525896,1158.4615384615386,43.54505250465472,46.10947118904459,24.0,0.03936849893288241,0.04299963156429708,0.9155543315299096,0.9826543179685149,0.0
3,1676098291313,52.12019818544495,1151.1851851851852,67.0699121354322,53.94219127918331,46.15384615384615,0.06703975222087327,0.040846119295315404,1.641275924799103,1.3043434802189398,0.0
4,1676098320498,53.35887262279381,1124.4615384615386,120.03276179995794,57.94429796508597,36.0,0.07383909591064504,0.030546827535233738,2.417242701405786,1.3098951986760639,0.0
5,1676098350707,67.26960161447045,891.9333333333333,147.1151325398656,78.72284112178444,34.48275862068966,0.21125703928693013,0.0777580478351608,2.716851119189279,1.3952017574526574,4.0
6,1676098380417,66.2561906036675,905.5757575757576,92.18559353135993,59.01120724612539,31.25,0.11810800148883505,0.052867673400775306,2.2340306257377875,1.8834506642434976,0.0
7,1676098409646,71.32425364263153,841.2285714285714,58.8392899414696,36.332638303054814,17.647058823529413,0.07127375923410503,0.03609738356849219,1.9744854664845224,1.6327414825212085,0.0
8,1676098441322,74.89000530470871,801.175,54.24660703675393,30.036381448608548,5.128205128205128,0.08323994799611112,0.029812625745772318,2.792103879273876,1.7749412568930496,0.0
9,1676098470499,73.76185458377239,813.4285714285714,59.46249032038635,37.25058470153268,11.76470588235294,0.05868704302313686,0.026156437202877518,2.2436940691861733,1.1750653748986648,0.0
10,1676098500662,75.6570215025219,793.0526315789474,87.77631480327258,39.13260930619259,18.91891891891892,0.1498040461864287,0.03850821665791806,3.8901839448237863,1.4221587821415234,0.0
