timestamp, rr, since_start 

1676237561883,1058,20442
1676237562873,1030,21472
1676237563908,1020,22492
1676237564897,1033,23525
1676237565888,956,24481
1676237566878,994,25475
1676237567868,1071,26546
1676237568903,1045,27591
1676237569893,1050,28641
1676237570883,1025,29666
1676237572189,1009,30675
1676237573674,1040,31715
1676237574167,999,32714
1676237575158,947,33661
1676237576147,903,34564
1676237577137,879,35443
1676237578127,864,36307
1676237579117,943,37250
1676237580107,991,38241
1676237581097,1086,39327
1676237582087,1047,40374
1676237583077,1015,41389
1676237584067,998,42387
1676237585057,980,43367
1676237586050,1008,44375
1676237587037,1107,45482
1676237588027,1081,46563
1676237589017,1010,47573
1676237590008,1023,48596
1676237591989,1000,49596
1676237592049,1075,50671
1676237592980,1117,51788
1676237594958,1148,52936
1676237595947,1118,54054
1676237596937,1057,55111
1676237597927,1043,56154
1676237598917,1038,57192
1676237599907,1056,58248
1676237600897,1049,59297
1676237601887,1119,60416
1676237602877,1078,61494
1676237603867,1048,62542
1676237605352,1013,63555
1676237606342,1010,64565
1676237607332,1021,65586
1676237608322,1041,66627
1676237609313,1100,67727
1676237610302,1088,68815
1676237611292,1031,69846
1676237612285,1048,70894
1676237614264,1061,71955
1676237616245,1054,73009
1676237616300,1089,74098
1676237617232,1146,75244
1676237618223,1112,76356
1676237619212,1024,77380
1676237620407,1032,78412
1676237621192,1015,79427
1676237622182,1006,80433
1676237623023,1035,81468
1676237624019,1068,82536
1676237624986,1115,83651
1676237626025,1127,84778
1676237626964,1040,85818
1676237627955,1055,86873
1676237629037,1042,87915
1676237630954,1010,88925
1676237631944,1056,89981
1676237632934,1082,91063
1676237633924,1139,92202
1676237634914,1127,93329
1676237635904,1070,94399
1676237636894,1073,95472
1676237637884,1052,96524
1676237638875,1043,97567
1676237640014,1039,98606
1676237641031,1081,99687
1676237642014,1129,100816
1676237643015,1101,101917
1676237645015,1071,102988
1676237646014,1049,104037
1676237647163,1018,105055
1676237648153,1032,106087
1676237649143,1043,107130
1676237650136,1097,108227
1676237651014,1114,109341
1676237652183,1152,110493
1676237653173,1086,111579
1676237654659,1062,112641
1676237655648,1058,113699
1676237656638,1042,114741
1676237657628,1025,115766
1676237658696,1047,116813
1676237660393,1090,117903
1676237661236,1146,119049
1676237662085,1126,120175
1676237663022,1100,121275
1676237664022,1070,122345
1676237666018,1062,123407
1676237666055,1036,124443
1676237667015,1050,125493
1676237668014,1078,126571
1676237669015,1123,127694
1676237670014,1135,128829
1676237670965,1092,129921
1676237673013,1045,130966
1676237674014,1052,132018
1676237675014,1047,133065
1676237676013,1017,134082
1676237677014,1043,135125
1676237678014,1065,136190
1676237679014,1096,137286
1676237679965,1083,138369
1676237681015,1061,139430
1676237682014,1041,140471
1676237683015,1018,141489
1676237684014,1010,142499
1676237685014,1032,143531
1676237685966,1077,144608
1676237687013,1121,145729
1676237688015,1113,146842
1676237690013,1104,147946
1676237691014,1053,148999
1676237692014,1059,150058
1676237693013,1035,151093
1676237694015,1030,152123
1676237695014,1075,153198
1676237696014,1092,154290
1676237697014,1125,155415
1676237698014,1081,156496
1676237699014,1042,157538
1676237700014,1030,158568
1676237701014,1008,159576
1676237702014,1024,160600
1676237703014,1032,161632
1676237704263,1067,162699
1676237706243,1076,163775
1676237707233,1116,164891
1676237708223,1122,166013
1676237709225,1063,167076
1676237710063,1054,168130
1676237711015,1057,169187
1676237712016,1039,170226
1676237713014,1030,171256
1676237714012,1052,172308
1676237715014,1097,173405
1676237716014,1128,174533
1676237717014,1096,175629
1676237718017,1059,176688
1676237719016,1048,177736
1676237720014,1026,178762
1676237720965,1032,179794
1676237723015,1080,180874
1676237724053,1116,181990
1676237725044,1131,183121
1676237726034,1108,184229
1676237727024,1086,185315
1676237728015,1077,186392
1676237729004,1066,187458
1676237730014,1052,188510
1676237731014,1038,189548
1676237732017,1074,190622
1676237733014,1153,191775
1676237735014,1133,192908
1676237736014,1087,193995
1676237736967,1060,195055
1676237738014,1039,196094
1676237739014,1022,197116
1676237740014,1041,198157
1676237741014,1025,199182
1676237742014,1064,200246
1676237743014,1095,201341
1676237744134,1091,202432
1676237745124,1072,203504
1676237746114,1073,204577
1676237747102,1058,205635
1676237748094,1022,206657
1676237749183,1009,207666
1676237750074,1028,208694
1676237751014,1088,209782
1676237753013,1125,210907
1676237754014,1112,212019
1676237755014,1096,213115
1676237756014,1089,214204
1676237757015,1053,215257
1676237758021,1024,216281
1676237759014,1056,217337
1676237760133,1083,218420
1676237761124,1138,219558
1676237762115,1126,220684
1676237763104,1094,221778
1676237764094,1085,222863
1676237767015,1070,223933
1676237767049,1041,224974
1676237768013,1028,226002
1676237769014,1052,227054
1676237770014,1066,228120
1676237771016,1136,229256
1676237772014,1110,230366
1676237773015,1080,231446
1676237774014,1073,232519
1676237775014,1044,233563
1676237776014,1050,234613
1676237777014,1025,235638
1676237777965,1046,236684
1676237779014,1078,237762
1676237780014,1071,238833
1676237781014,1060,239893
1676237783014,1062,240955
1676237784014,1047,242002
1676237785014,1038,243040
1676237786014,1017,244057
1676237787015,993,245050
1676237788015,1011,246061
1676237789014,1063,247124
1676237790014,1083,248207
1676237791132,1066,249273
1676237792124,1041,250314
1676237793114,1047,251361
1676237794104,1027,252388
1676237795093,1011,253399
1676237796153,1028,254427
1676237797015,1033,255460
1676237798014,1071,256531
1676237799018,1092,257623
1676237800014,1080,258703
1676237801014,1051,259754
1676237802015,1047,260801
1676237803014,1031,261832
1676237804186,1010,262842
1676237805176,1014,263856
1676237807015,1015,264871
1676237808014,1064,265935
1676237809013,1091,267026
1676237810013,1046,268072
1676237811013,1006,269078
1676237812014,993,270071
1676237813014,988,271059
1676237814014,995,272054
1676237815014,990,273044
1676237816014,982,274026
1676237817014,1032,275058
1676237818015,1071,276129
1676237819014,1080,277209
1676237820014,1044,278253
1676237821013,1020,279273
1676237822014,1001,280274
1676237823014,992,281266
1676237824013,991,282257
1676237825014,1006,283263
1676237826173,1038,284301
1676237827162,1061,285362
1676237828170,1103,286465
1676237829014,1073,287538
1676237830013,1020,288558
1676237831013,1011,289569
1676237832016,991,290560
1676237833014,979,291539
1676237834016,977,292516
1676237835162,995,293511
1676237836152,1000,294511
1676237837142,1062,295573
1676237838628,1101,296674
1676237839122,1065,297739
1676237840163,1045,298784
1676237841102,1001,299785
1676237842013,991,300776
1676237843013,992,301768
1676237844014,990,302758
1676237846014,1006,303764
1676237847014,1035,304799
1676237848014,1098,305897
1676237849014,1092,306989
1676237849965,1049,308038
1676237851013,1036,309074
1676237852015,1010,310084
1676237853013,1006,311090
1676237854015,996,312086
1676237855012,968,313054
1676237856013,970,314024
1676237857013,1033,315057
1676237858013,1058,316115
1676237859014,1029,317144
1676237860014,1019,318163
1676237860966,1009,319172
1676237862014,989,320161
