timestamp, since_start, heart_rate 

1677129512193,0,54
1677129513265,1072,53
1677129514216,2023,53
1677129515191,2998,53
1677129516185,3992,53
1677129517220,5027,52
1677129518231,6038,52
1677129519201,7008,52
1677129520195,8002,52
1677129521643,9450,53
1677129523096,10903,53
1677129523607,11414,54
1677129524607,12414,55
1677129525592,13399,55
1677129526580,14387,56
1677129527567,15374,56
1677129528552,16359,57
1677129529550,17357,58
1677129530539,18346,58
1677129531499,19306,58
1677129532513,20320,58
1677129533515,21322,58
1677129534514,22321,58
1677129535490,23297,57
1677129536480,24287,56
1677129537439,25246,56
1677129538458,26265,55
1677129539450,27257,55
1677129540437,28244,54
1677129541398,29205,54
1677129542425,30232,54
1677129543414,31221,53
1677129544405,32212,53
1677129545359,33166,53
1677129546377,34184,52
1677129547353,35160,51
1677129548367,36174,51
1677129549318,37125,51
1677129550336,38143,50
1677129552320,40127,49
1677129552363,40170,49
1677129553276,41083,49
1677129554299,42106,49
1677129555275,43082,48
1677129556279,44086,48
1677129557260,45067,48
1677129558228,46035,48
1677129559254,47061,48
1677129560240,48047,47
1677129561230,49037,47
1677129562188,49995,47
1677129563210,51017,47
1677129565190,52997,47
1677129565241,53048,47
1677129566677,54484,47
1677129567631,55438,47
1677129568663,56470,47
1677129569642,57449,47
1677129570632,58439,47
1677129571593,59400,47
1677129572614,60421,47
1677129573614,61421,47
1677129574600,62407,47
1677129575596,63403,47
1677129576543,64350,47
1677129577565,65372,47
1677129578559,66366,47
1677129579543,67350,47
1677129580531,68338,47
1677129581493,69300,47
1677129582506,70313,47
1677129583504,71311,47
1677129584499,72306,47
1677129585487,73294,48
1677129586475,74282,48
1677129587433,75240,48
1677129588453,76260,48
1677129589449,77256,48
1677129590434,78241,48
1677129591424,79231,48
1677129592414,80221,49
1677129593402,81209,49
1677129594394,82201,49
1677129595353,83160,49
1677129596372,84179,50
1677129597374,85181,50
1677129598356,86163,51
1677129599330,87137,51
1677129601327,89134,51
1677129601354,89161,51
1677129603311,91118,51
1677129603403,91210,51
1677129604294,92101,51
1677129605283,93090,51
1677129606272,94079,50
1677129607233,95040,50
1677129608254,96061,50
1677129609244,97051,50
1677129610237,98044,50
1677129611192,98999,50
1677129612216,100023,50
1677129613203,101010,50
1677129614195,102002,49
1677129616143,103950,49
1677129616671,104478,49
1677129617654,105461,49
1677129618646,106453,48
1677129619642,107449,48
1677129620597,108404,48
1677129621616,109423,48
1677129622609,110416,48
1677129623589,111396,48
1677129624593,112400,48
1677129625547,113354,48
1677129626568,114375,48
1677129627560,115367,48
1677129628546,116353,48
1677129629506,117313,48
1677129630526,118333,48
1677129631515,119322,48
1677129632505,120312,48
1677129633495,121302,48
1677129634456,122263,48
1677129635484,123291,48
1677129636468,124275,48
1677129637462,125269,48
1677129638416,126223,48
1677129640428,128235,47
1677129640491,128298,47
1677129641430,129237,47
1677129642410,130217,47
1677129643367,131174,47
1677129644385,132192,47
1677129645386,133193,47
1677129646337,134144,47
1677129647362,135169,47
1677129648346,136153,47
