timestamp, rr, since_start 

1676352734725,1110,9367
1676352735762,1110,10477
1676352736750,1125,11602
1676352737741,1153,12755
1676352738732,1074,13829
1676352739767,1096,14925
1676352741747,1072,15997
1676352742734,1147,17144
1676352743725,1145,18289
1676352744759,1099,19388
1676352745749,1159,20547
1676352746740,1196,21743
1676352747774,1157,22900
1676352749754,1143,24043
1676352750746,1141,25184
1676352751737,1197,26381
1676352752724,1116,27497
1676352753759,1173,28670
1676352754752,1126,29796
1676352755742,1073,30869
1676352757000,1068,31937
1676352758484,1112,33049
1676352758982,1101,34150
1676352759971,994,35144
1676352760961,986,36130
1676352762941,935,37065
1676352764922,1000,38065
1676352764975,1106,39171
1676352766902,1088,40259
1676352767001,1056,41315
1676352767891,1144,42459
1676352768881,1217,43676
1676352770861,1229,44905
1676352771851,1231,46136
1676352773831,1290,47426
1676352774821,1373,48799
1676352775809,1399,50198
1676352776801,1347,51545
1676352778783,1289,52834
1676352779771,1333,54167
1676352781752,1320,55487
1676352782741,1352,56839
1676352783731,1353,58192
1676352785216,1301,59493
1676352787691,1288,60781
1676352788190,1238,62019
1676352789176,1229,63248
1676352791157,1296,64544
1676352792146,1323,65867
1676352793136,1357,67224
1676352794126,1278,68502
1676352796600,1257,69759
1676352797096,1270,71029
1676352798086,1305,72334
1676352800066,1326,73660
1676352801056,1315,74975
1676352802046,1289,76264
1676352803036,1233,77497
1676352805016,1248,78745
1676352806004,1310,80055
1676352806996,1293,81348
1676352808976,1302,82650
1676352809965,1280,83930
1676352810954,1293,85223
1676352812936,1287,86510
1676352814914,1344,87854
1676352814948,1331,89185
1676352815905,1297,90482
1676352817884,1258,91740
1676352818876,1314,93054
1676352819865,1329,94383
1676352821846,1335,95718
1676352822836,1289,97007
1676352823826,1264,98271
1676352825806,1286,99557
1676352826796,1268,100825
1676352827786,1359,102184
1676352828776,1329,103513
1676352830756,1320,104833
1676352831746,1294,106127
1676352832736,1218,107345
1676352835210,1252,108597
1676352836200,1301,109898
1676352837190,1401,111299
1676352839170,1360,112659
1676352840160,1283,113942
1676352841150,1238,115180
1676352842140,1271,116451
1676352844120,1281,117732
1676352845110,1371,119103
1676352846100,1334,120437
1676352848080,1293,121730
1676352849070,1265,122995
1676352850060,1243,124238
1676352852040,1259,125497
1676352853029,1421,126918
1676352854020,1380,128298
1676352856000,1338,129636
1676352856990,1257,130893
