timestamp, since_start, heart_rate 

1677186990871,0,54
1677186991885,1014,54
1677186992829,1958,54
1677186994255,3384,54
1677186995724,4853,54
1677186996270,5399,54
1677186997228,6357,54
1677186998212,7341,54
1677186999220,8349,54
1677187000192,9321,54
1677187001183,10312,54
1677187002178,11307,54
1677187003161,12290,55
1677187004154,13283,55
1677187005112,14241,55
1677187006148,15277,55
1677187007128,16257,55
1677187008098,17227,54
1677187009101,18230,54
1677187010117,19246,54
1677187011085,20214,54
1677187012042,21171,54
1677187013061,22190,54
1677187014052,23181,54
1677187015035,24164,53
1677187016031,25160,53
1677187017022,26151,53
1677187017982,27111,53
1677187019003,28132,53
1677187020007,29136,52
1677187020962,30091,52
1677187021968,31097,52
1677187022963,32092,52
1677187023921,33050,52
1677187024941,34070,52
1677187025917,35046,52
1677187026924,36053,51
1677187027896,37025,51
1677187028904,38033,51
1677187029862,38991,51
1677187030882,40011,51
1677187031876,41005,51
1677187032866,41995,51
1677187033855,42984,51
1677187034841,43970,51
1677187036332,45461,51
1677187037287,46416,51
1677187038308,47437,51
1677187039295,48424,50
1677187040285,49414,50
1677187041279,50408,50
1677187042237,51366,50
1677187043251,52380,50
1677187044241,53370,50
1677187045236,54365,50
1677187046227,55356,50
1677187047220,56349,50
1677187048177,57306,50
1677187049202,58331,50
1677187050192,59321,50
1677187051177,60306,50
1677187052167,61296,50
1677187053151,62280,50
1677187054117,63246,50
1677187055135,64264,50
1677187056127,65256,50
1677187057123,66252,50
1677187058112,67241,50
1677187059095,68224,50
1677187060057,69186,50
1677187061077,70206,50
1677187062066,71195,50
1677187063061,72190,50
1677187064047,73176,50
1677187066038,75167,50
1677187066066,75195,50
1677187067020,76149,50
1677187068011,77140,50
1677187069008,78137,50
1677187069992,79121,50
1677187070982,80111,50
1677187071936,81065,50
1677187072958,82087,50
1677187073946,83075,50
1677187074936,84065,50
1677187075924,85053,50
1677187076916,86045,50
1677187077876,87005,50
1677187078897,88026,50
1677187079883,89012,50
1677187080890,90019,50
1677187081873,91002,50
1677187082864,91993,50
1677187083816,92945,50
1677187084813,93942,50
1677187086321,95450,50
1677187087312,96441,50
1677187088305,97434,50
1677187089289,98418,50
1677187090251,99380,50
1677187092260,101389,50
1677187092309,101438,50
1677187093250,102379,50
1677187094238,103367,50
1677187095233,104362,50
1677187096191,105320,50
1677187097214,106343,50
