, timestamp, HR, AVNN, SDNN, rMSSD, pNN50, LF, HF, LFHF, alpha_1, artifacts_removed ,Measurement
0,2023-02-13 19:20:54.579,68.29712501626122,878.5142857142857,30.38549600297712,28.075115693655142,5.88235294117647,0.0215685229205251,0.0415067506344043,0.5196389163416556,0.760187492016084,0.0,ot_a65
1,2023-02-13 19:21:24.214,67.47593689015314,889.2058823529412,29.79614998004303,22.589405702673982,0.0,0.0263935133773312,0.0313147885395355,0.8428450137547285,0.8573885243615421,0.0,ot_a65
2,2023-02-13 19:21:55.449,67.8513731825525,884.2857142857143,28.932010377604183,24.714736126816767,2.941176470588235,0.0338694035790321,0.045199465438515,0.749331950067083,1.0969335438421328,0.0,ot_a65
3,2023-02-13 19:22:24.662,66.45898234683281,902.8125,29.484569587328217,23.10771876812306,0.0,0.0193199950889388,0.0277987742993799,0.6949944943928638,0.8223417782145198,0.0,ot_a65
4,2023-02-13 19:22:54.343,65.48701835620969,916.2121212121212,33.61435261255325,23.77447804793226,0.0,0.0245214192818196,0.0270669016083983,0.9059559027698636,1.4291818183614058,0.0,ot_a65
5,2023-02-13 19:23:24.572,83.35262792313036,719.8333333333334,62.03375297317186,25.38060282972018,7.317073170731707,0.0595801654344513,0.0131459747359413,4.532198382487219,1.1207462565194983,0.0,ot_a65
6,2023-02-13 19:23:54.256,87.83603939313282,683.0909090909091,13.020644764474785,7.456221435501905,0.0,0.0088846673257934,0.0134931535955141,0.6584574364251802,1.3636374367926831,0.0,ot_a65
7,2023-02-13 19:24:24.432,90.38867128653207,663.8,14.530580779094064,6.678671362089221,0.0,0.014059527701496,0.0108872999022287,1.291369561576777,1.5894768963480166,0.0,ot_a65
8,2023-02-13 19:24:54.637,89.96701209556495,666.9111111111112,7.341880540879376,4.223412045056175,0.0,0.0041959597186716,0.0076992780803833,0.5449809287136128,1.448487351389976,0.0,ot_a65
9,2023-02-13 19:25:24.343,87.28138327768043,687.4318181818181,25.130023448305742,9.320995246268092,0.0,0.0260419816329044,0.0078510228233819,3.317017695496436,1.8465945061880924,0.0,ot_a65
10,2023-02-13 19:25:54.517,86.01269711243089,697.5714285714286,28.508263511399186,14.820593780277497,2.4390243902439024,0.0467115760114881,0.0260955968028754,1.7900175406734191,1.405870502046392,0.0,ot_a65
