, timestamp, HR, AVNN, SDNN, rMSSD, pNN50, LF, HF, LFHF, alpha_1, artifacts_removed ,Measurement
0,2023-02-11 06:49:59.780,62.68937415108139,957.1,114.52957405549594,44.02556075736003,10.344827586206897,0.0906462323734532,0.0271176749995826,3.3426992680916943,1.480255196609253,2.0,ot_m63
1,2023-02-11 06:50:30.432,51.59071367153912,1163.0,35.748089822057985,37.523859076592856,7.6923076923076925,0.0184951679707231,0.0407665326146178,0.4536850888341489,1.0593798466265123,0.0,ot_m63
2,2023-02-11 06:51:00.620,51.79282868525896,1158.4615384615386,43.54505250465472,46.10947118904459,24.0,0.0393684989328824,0.042999631564297,0.9155543315299096,0.9826543179685148,0.0,ot_m63
3,2023-02-11 06:51:31.313,52.12019818544495,1151.1851851851852,67.0699121354322,53.94219127918331,46.15384615384615,0.0670397522208732,0.0408461192953154,1.641275924799103,1.3043434802189398,0.0,ot_m63
4,2023-02-11 06:52:00.498,53.35887262279381,1124.4615384615386,120.03276179995794,57.94429796508597,36.0,0.073839095910645,0.0305468275352337,2.417242701405786,1.309895198676064,0.0,ot_m63
5,2023-02-11 06:52:30.707,67.26960161447045,891.9333333333333,147.1151325398656,78.72284112178444,34.48275862068966,0.2112570392869301,0.0777580478351608,2.716851119189279,1.3952017574526574,4.0,ot_m63
6,2023-02-11 06:53:00.417,66.2561906036675,905.5757575757576,92.18559353135991,59.01120724612539,31.25,0.118108001488835,0.0528676734007753,2.2340306257377875,1.8834506642434976,0.0,ot_m63
7,2023-02-11 06:53:29.646,71.32425364263153,841.2285714285714,58.8392899414696,36.332638303054814,17.647058823529413,0.071273759234105,0.0360973835684921,1.9744854664845224,1.6327414825212083,0.0,ot_m63
8,2023-02-11 06:54:01.322,74.89000530470871,801.175,54.24660703675393,30.036381448608548,5.128205128205128,0.0832399479961111,0.0298126257457723,2.792103879273876,1.7749412568930496,0.0,ot_m63
9,2023-02-11 06:54:30.499,73.76185458377239,813.4285714285714,59.46249032038635,37.25058470153268,11.76470588235294,0.0586870430231368,0.0261564372028775,2.2436940691861733,1.1750653748986648,0.0,ot_m63
10,2023-02-11 06:55:00.662,75.6570215025219,793.0526315789474,87.77631480327258,39.13260930619259,18.91891891891892,0.1498040461864287,0.038508216657918,3.8901839448237854,1.4221587821415234,0.0,ot_m63
