timestamp, rr, since_start 

1677186990846,1094,27917
1677186991837,1177,29094
1677186994223,1059,30153
1677186995705,1173,31326
1677186996201,1109,32435
1677186997193,1072,33507
1677186998183,1154,34661
1677186999173,1041,35702
1677187000162,1140,36842
1677187001153,985,37827
1677187002142,1068,38895
1677187003132,1126,40021
1677187004123,1080,41101
1677187006102,1143,42244
1677187007093,1133,43377
1677187008081,1090,44467
1677187009072,1238,45705
1677187010062,1171,46876
1677187011052,1122,47998
1677187013032,1125,49123
1677187014022,1185,50308
1677187015011,1164,51472
1677187016002,1157,52629
1677187016992,1211,53840
1677187018972,1225,55065
1677187019962,1186,56251
1677187020950,1125,57376
1677187021941,1233,58609
1677187022932,1218,59827
1677187024912,1169,60996
1677187025901,1191,62187
1677187026892,1219,63406
1677187027881,1212,64618
1677187028872,1181,65799
1677187030852,1194,66993
1677187031842,1203,68196
1677187032832,1198,69394
1677187033822,1167,70561
1677187034812,1214,71775
1677187036297,1224,72999
1677187038278,1209,74208
1677187039267,1148,75356
1677187040257,1247,76603
1677187041247,1207,77810
1677187043227,1136,78946
1677187044217,1225,80171
1677187045207,1250,81421
1677187046197,1178,82599
1677187047187,1183,83782
1677187049167,1222,85004
1677187050157,1214,86218
1677187051147,1177,87395
1677187052137,1164,88559
1677187053127,1235,89794
1677187055107,1223,91017
1677187056097,1219,92236
1677187057087,1235,93471
1677187058077,1230,94701
1677187059067,1200,95901
1677187061046,1201,97102
1677187062037,1181,98283
1677187063027,1271,99554
1677187064017,1236,100790
1677187065997,1179,101969
1677187066987,1166,103135
1677187067977,1201,104336
1677187068967,1229,105565
1677187069957,1196,106761
1677187070947,1182,107943
1677187072927,1190,109133
1677187073917,1210,110343
1677187074906,1204,111547
1677187075896,1184,112731
1677187076887,1173,113904
1677187078867,1179,115083
1677187079857,1210,116293
1677187080847,1184,117477
1677187081837,1180,118657
1677187082827,1176,119833
1677187084804,1187,121020
1677187086291,1254,122274
1677187087281,1199,123473
1677187088271,1185,124658
1677187089261,1175,125833
1677187092231,1232,127065
1677187092285,1184,128249
1677187093221,1196,129445
1677187094211,1164,130609
1677187095201,1204,131813
1677187097181,1238,133051
1677187098171,1192,134243
1677187099161,1197,135440
1677187100151,1186,136626
1677187101141,1214,137840
1677187103121,1177,139017
1677187104111,1194,140211
1677187105101,1198,141409
1677187106091,1211,142620
1677187107081,1263,143883
1677187109061,1231,145114
1677187110051,1218,146332
1677187111041,1212,147544
1677187112031,1243,148787
1677187114011,1222,150009
1677187115001,1195,151204
1677187115991,1185,152389
1677187116981,1194,153583
1677187117971,1230,154813
1677187118961,1206,156019
1677187120941,1178,157197
1677187121931,1151,158348
1677187122920,1191,159539
1677187123910,1214,160753
1677187124900,1192,161945
1677187126881,1198,163143
1677187127870,1164,164307
1677187128861,1190,165497
1677187129850,1199,166696
1677187130839,1177,167873
1677187132820,1190,169063
1677187133810,1175,170238
1677187135295,1169,171407
1677187136285,1249,172656
1677187137274,1198,173854
1677187139255,1207,175061
1677187141235,1168,176229
1677187141271,1187,177416
1677187142225,1189,178605
1677187142257,1102,179707
1677187143215,1127,180834
1677187145196,1012,181846
1677187146185,884,182730
1677187146212,876,183606
1677187146226,830,184436
1677187149154,871,185307
1677187150145,845,186152
1677187151135,832,186984
1677187151165,808,187792
1677187152125,793,188585
1677187153115,785,189370
1677187154105,784,190154
1677187154133,775,190929
1677187155094,765,191694
1677187156085,758,192452
1677187157075,757,193209
1677187157101,763,193972
1677187158065,760,194732
1677187159054,755,195487
1677187160045,740,196227
1677187160076,734,196961
1677187161034,725,197686
1677187162025,720,198406
1677187163014,729,199135
1677187163035,749,199884
1677187164005,757,200641
1677187164995,802,201443
1677187165985,786,202229
1677187166975,780,203009
1677187167008,765,203774
1677187167965,759,204533
1677187168955,774,205307
1677187169945,818,206125
1677187170935,865,206990
1677187171925,853,207843
1677187171953,835,208678
1677187172915,849,209527
1677187173903,822,210349
1677187174895,835,211184
1677187175884,804,211988
1677187175903,783,212771
1677187176875,767,213538
1677187177865,761,214299
1677187178855,750,215049
1677187178892,764,215813
1677187179845,763,216576
1677187180833,751,217327
1677187181825,756,218083
1677187181857,757,218840
1677187182815,738,219578
1677187183805,752,220330
1677187185290,754,221084
1677187185326,761,221845
1677187186280,754,222599
1677187187270,748,223347
1677187188263,738,224085
1677187188292,742,224827
1677187190240,727,225554
1677187190292,734,226288
1677187191230,731,227019
1677187191259,727,227746
