timestamp, rr, since_start 

1676411569272,778,21251
1676411570263,761,22012
1676411571304,789,22801
1676411571323,785,23586
1676411572288,761,24347
1676411573278,756,25103
1676411574267,768,25871
1676411575260,764,26635
1676411575302,769,27404
1676411576246,785,28189
1676411577236,800,28989
1676411578281,788,29777
1676411578319,764,30541
1676411579712,728,31269
1676411580710,709,31978
1676411580744,706,32684
1676411581702,718,33402
1676411582680,733,34135
1676411583673,722,34857
1676411583704,737,35594
1676411584672,738,36332
1676411585652,722,37054
1676411586642,722,37776
1676411586675,712,38488
1676411587633,724,39212
1676411588623,737,39949
1676411589611,752,40701
1676411589629,777,41478
1676411590602,778,42256
1676411591595,752,43008
1676411592582,751,43759
1676411592610,763,44522
1676411593571,781,45303
1676411594561,804,46107
1676411595552,788,46895
1676411596542,789,47684
1676411596565,794,48478
1676411597531,781,49259
1676411598522,807,50066
1676411599511,817,50883
1676411600502,825,51708
1676411600530,813,52521
1676411601492,798,53319
1676411603473,812,54131
1676411603526,802,54933
1676411604462,780,55713
1676411605452,813,56526
1676411605484,828,57354
1676411606442,834,58188
1676411607432,815,59003
1676411608422,790,59793
1676411609412,810,60603
1676411609443,822,61425
1676411610399,834,62259
1676411611392,821,63080
1676411613372,783,63863
1676411613435,790,64653
1676411613474,806,65459
1676411614362,814,66273
1676411615352,809,67082
1676411616342,823,67905
1676411617332,848,68753
1676411618322,883,69636
1676411619312,897,70533
1676411620302,888,71421
1676411620335,867,72288
1676411621292,884,73172
1676411622282,863,74035
1676411623272,844,74879
1676411624260,861,75740
1676411625252,884,76624
1676411625282,870,77494
1676411626242,824,78318
1676411627232,798,79116
1676411628717,791,79907
1676411629707,806,80713
1676411630697,829,81542
1676411630730,820,82362
1676411631687,806,83168
1676411632677,812,83980
1676411633667,815,84795
1676411634655,810,85605
1676411634672,835,86440
1676411635647,855,87295
1676411636637,840,88135
1676411637627,837,88972
1676411638617,833,89805
1676411639607,837,90642
1676411639631,800,91442
1676411640597,813,92255
1676411641587,859,93114
1676411642575,863,93977
1676411643566,881,94858
1676411644555,847,95705
1676411645547,831,96536
1676411645582,820,97356
1676411646537,803,98159
1676411647526,791,98950
1676411648517,824,99774
1676411649507,851,100625
1676411649527,828,101453
1676411650497,826,102279
1676411651989,831,103110
1676411652477,839,103949
1676411653467,803,104752
1676411654456,795,105547
1676411654486,792,106339
1676411655447,792,107131
1676411656437,791,107922
1676411657426,815,108737
1676411658416,815,109552
1676411658451,794,110346
1676411659407,791,111137
1676411660395,791,111928
1676411662377,770,112698
1676411662412,760,113458
1676411662446,766,114224
1676411664357,770,114994
1676411664400,759,115753
1676411665347,791,116544
1676411665375,804,117348
1676411666336,784,118132
1676411667326,784,118916
1676411668316,790,119706
1676411668352,789,120495
1676411669306,773,121268
1676411670296,761,122029
1676411671286,775,122804
1676411671317,767,123571
1676411672276,752,124323
1676411673266,761,125084
1676411674256,766,125850
