timestamp, since_start, heart_rate 

1676439536507,0,59
1676439537473,966,59
1676439538482,1975,59
1676439539510,3003,59
1676439540501,3994,59
1676439541488,4981,59
1676439542504,5997,60
1676439543484,6977,60
1676439544534,8027,60
1676439545504,8997,61
1676439546494,9987,61
1676439547672,11165,62
1676439549151,12644,62
1676439549652,13145,62
1676439550635,14128,62
1676439551627,15120,62
1676439552606,16099,63
1676439553625,17118,64
1676439554592,18085,65
1676439556077,19570,65
1676439556541,20034,65
1676439557549,21042,65
1676439558566,22059,65
1676439559522,23015,65
1676439560536,24029,64
1676439561514,25007,63
1676439562525,26018,62
1676439563501,26994,61
1676439564461,27954,61
1676439565490,28983,60
1676439566974,30467,59
1676439567950,31443,59
1676439568923,32416,58
1676439569941,33434,57
1676439570896,34389,57
1676439571923,35416,56
1676439572912,36405,56
1676439573906,37399,55
1676439574891,38384,55
1676439575880,39373,55
1676439576846,40339,54
1676439577826,41319,54
1676439578852,42345,54
1676439579843,43336,54
1676439580825,44318,54
1676439581824,45317,53
1676439582816,46309,53
1676439583801,47294,53
1676439584785,48278,53
1676439585746,49239,53
1676439586763,50256,53
1676439587757,51250,53
1676439588749,52242,53
1676439589744,53237,53
1676439590704,54197,53
1676439591720,55213,52
1676439592708,56201,52
1676439593665,57158,52
1676439594687,58180,52
1676439595674,59167,53
1676439596665,60158,53
1676439597642,61135,53
1676439598651,62144,53
1676439599639,63132,53
1676439600625,64118,52
1676439601616,65109,52
1676439602602,66095,53
1676439603565,67058,53
1676439604589,68082,53
1676439605585,69078,54
1676439606562,70055,54
1676439607542,71035,54
1676439608550,72043,54
1676439609535,73028,53
1676439610524,74017,53
1676439611519,75012,53
1676439612490,75983,54
1676439613494,76987,54
1676439614484,77977,54
1676439615445,78938,54
1676439616972,80465,55
1676439617940,81433,55
1676439618947,82440,55
1676439619934,83427,55
1676439620916,84409,55
1676439621912,85405,54
1676439622890,86383,54
1676439623891,87384,55
1676439624882,88375,55
1676439625880,89373,56
1676439626863,90356,57
1676439627853,91346,58
1676439628841,92334,58
1676439629834,93327,57
1676439630823,94316,57
1676439631780,95273,57
1676439632804,96297,57
1676439633801,97294,56
1676439634778,98271,56
1676439635785,99278,56
1676439636741,100234,56
1676439638744,102237,56
1676439638780,102273,56
1676439639732,103225,56
1676439640691,104184,56
1676439641708,105201,56
1676439642698,106191,56
1676439643694,107187,55
1676439644682,108175,54
1676439645675,109168,54
1676439646670,110163,54
1676439647660,111153,54
1676439648642,112135,54
1676439649600,113093,54
1676439650623,114116,54
1676439651611,115104,54
1676439652591,116084,54
1676439653597,117090,53
1676439654594,118087,53
1676439655548,119041,53
1676439656569,120062,53
1676439657554,121047,53
1676439658510,122003,53
1676439659528,123021,54
1676439660522,124015,54
1676439661507,125000,54
1676439662497,125990,54
1676439663498,126991,53
1676439664477,127970,53
1676439665964,129457,53
1676439666924,130417,53
1676439667934,131427,53
1676439668933,132426,53
1676439669931,133424,53
1676439670921,134414,53
1676439671913,135406,53
1676439672884,136377,53
1676439673894,137387,53
1676439674885,138378,53
1676439675834,139327,53
1676439676849,140342,53
1676439677845,141338,53
1676439678836,142329,53
1676439679804,143297,54
1676439680815,144308,54
1676439681811,145304,54
1676439682796,146289,54
1676439684285,147778,54
1676439684783,148276,54
1676439685778,149271,53
1676439687757,151250,53
1676439687818,151311,54
1676439688736,152229,54
1676439689725,153218,55
1676439690714,154207,55
1676439691715,155208,56
1676439692730,156223,59
1676439693684,157177,61
1676439694675,158168,63
1676439695663,159156,64
1676439696661,160154,64
1676439697630,161123,64
1676439698671,162164,65
1676439699609,163102,65
1676439700627,164120,66
1676439701620,165113,67
1676439702583,166076,69
1676439703574,167067,70
1676439704597,168090,73
1676439705582,169075,74
1676439706579,170072,76
1676439707554,171047,77
1676439708536,172029,77
1676439709565,173058,78
1676439710490,173983,78
1676439711506,174999,79
1676439712484,175977,79
1676439713499,176992,78
1676439714482,177975,77
1676439715957,179450,76
1676439716922,180415,76
1676439717943,181436,72
1676439718933,182426,68
1676439719947,183440,65
1676439720912,184405,64
1676439721885,185378,64
1676439722888,186381,64
1676439723878,187371,65
1676439724880,188373,65
1676439725871,189364,66
1676439726851,190344,66
1676439727841,191334,67
1676439728837,192330,66
1676439729846,193339,65
1676439730812,194305,64
1676439731785,195278,65
1676439732791,196284,65
1676439733782,197275,65
1676439734772,198265,66
1676439735761,199254,67
1676439736748,200241,67
1676439738736,202229,67
1676439738772,202265,67
1676439739761,203254,65
1676439740708,204201,65
1676439741704,205197,66
1676439742693,206186,66
1676439743714,207207,68
1676439744666,208159,69
1676439745661,209154,69
1676439746631,210124,69
1676439747620,211113,69
1676439748633,212126,68
1676439749616,213109,68
1676439750607,214100,68
1676439751600,215093,68
1676439752574,216067,68
1676439753581,217074,69
1676439754578,218071,69
1676439755585,219078,69
1676439756553,220046,69
1676439757518,221011,69
1676439758526,222019,69
1676439759518,223011,70
1676439760510,224003,70
1676439761528,225021,72
1676439762502,225995,72
1676439763482,226975,72
1676439764964,228457,72
1676439766017,229510,72
1676439766945,230438,72
1676439767929,231422,72
1676439768924,232417,72
1676439769948,233441,73
1676439770908,234401,74
1676439771895,235388,74
1676439772880,236373,74
1676439773878,237371,73
1676439774893,238386,73
1676439775855,239348,73
1676439776851,240344,73
1676439777851,241344,73
1676439778839,242332,74
