index, timestamp, HR, AVNN, SDNN, rMSSD, pNN50, LF, HF, LFHF, alpha_1, artifacts_removed 

0,1676871805521,55.10364733665704,1088.857142857143,119.84415901069016,61.32417016278203,37.03703703703704,0.1172108513402003,0.0625094120146496,1.8750912472625876,1.3918901744207572,0.0
1,1676871835716,46.7441407518016,1283.5833333333333,38.96784643209778,35.2845575287547,8.695652173913043,0.02690190398473034,0.032911658195054504,0.8173974044483963,1.1681923906299498,0.0
2,1676871865933,47.26115067773802,1269.5416666666667,64.50450834803891,59.360608303670695,34.78260869565217,0.07009587734290378,0.03441583126342885,2.0367335255211305,1.555894498214807,0.0
3,1676871894616,49.43047496238986,1213.8260869565217,50.54283777060289,44.34067250386757,22.727272727272727,0.060144175893866836,0.02373167584782271,2.534341707662623,1.0127278710015535,0.0
4,1676871925786,48.76981273642417,1230.2692307692307,56.07862453892316,46.93390743020089,36.0,0.07909137758434108,0.04156075197529357,1.9030304752752831,1.3695072553987189,0.0
5,1676871955481,71.51133918225459,839.0277777777778,101.08947799711102,41.99754894808814,11.428571428571429,0.06979627172546496,0.02007730003653931,3.4763773813431356,1.3895559993618356,0.0
6,1676871985701,72.61071498658991,826.3243243243244,56.57143489575887,35.916967737109594,13.88888888888889,0.06614040734625108,0.03711208652161767,1.7821797033083686,1.488019803667718,0.0
7,1676872015924,77.85208104601257,770.6923076923077,57.67688682792906,23.710529078643294,7.894736842105263,0.06882267631853604,0.010921828648234374,6.3013876645704325,1.6807959170665452,0.0
8,1676872045604,74.41174498893879,806.3243243243244,63.0534111017833,32.11185806787624,11.11111111111111,0.08202443685353045,0.026220120893470734,3.1283012457031028,1.8152155151629255,0.0
9,1676872075825,71.90173429646151,834.4722222222222,70.64208932322583,38.84319911705341,11.428571428571429,0.09084638150416896,0.031839105076293416,2.8532956968005627,1.6350357591221585,0.0
10,1676872105488,70.8430320817731,846.9428571428572,75.50513430305551,46.42752579575129,8.823529411764707,0.10692184893974255,0.038902336961850394,2.7484685314559774,1.8168112774968026,0.0
