timestamp, rr, since_start 

1676957767969,1125,15557
1676957768961,1107,16664
1676957769951,1067,17731
1676957770938,1104,18835
1676957771929,980,19815
1676957772964,978,20793
1676957773956,1057,21850
1676957774947,1041,22891
1676957775089,957,23848
1676957777960,965,24813
1676957778951,976,25789
1676957779941,928,26717
1676957780931,893,27610
1676957781966,907,28517
1676957783181,919,29436
1676957784171,930,30366
1676957785160,940,31306
1676957786151,979,32285
1676957787141,1076,33361
1676957788128,1113,34474
1676957790139,1189,35663
1676957791101,1227,36890
1676957792091,1277,38167
1676957793081,1261,39428
1676957795061,1229,40657
1676957796051,1203,41860
1676957797041,1196,43056
1676957798030,1235,44291
1676957799021,1208,45499
1676957801000,1198,46697
1676957801991,1256,47953
1676957802980,1255,49208
1676957803971,1259,50467
1676957805950,1253,51720
1676957806940,1252,52972
1676957808425,1260,54232
1676957810405,1240,55472
1676957811394,1303,56775
1676957812387,1233,58008
1676957813375,1209,59217
1676957814368,1210,60427
1676957816350,1248,61675
1676957817335,1256,62931
1676957818821,1216,64147
1676957819316,1200,65347
1676957820306,1210,66557
1676957822285,1172,67729
1676957823275,1239,68968
1676957824760,1272,70240
1676957825256,1211,71451
1676957827235,1166,72617
1676957828225,1191,73808
1676957829215,1217,75025
1676957830207,1261,76286
1676957831195,1226,77512
1676957833670,1200,78712
1676957834165,1176,79888
1676957836145,1180,81068
1676957836193,1247,82315
1676957839117,1255,83570
1676957839171,1239,84809
1676957841098,1229,86038
1676957841157,1192,87230
1676957842088,1175,88405
1676957844072,1252,89657
1676957845058,1250,90907
1676957846045,1241,92148
1676957847035,1219,93367
1676957848025,1175,94542
1676957850005,1234,95776
1676957851489,1194,96970
1676957851985,1184,98154
1676957852975,1135,99289
1676957853964,1182,100471
1676957855945,1215,101686
1676957856934,1272,102958
1676957858419,1239,104197
1676957859409,1158,105355
1676957861417,1202,106557
1676957862379,1180,107737
1676957863369,1251,108988
1676957864359,1234,110222
1676957865349,1221,111443
1676957867329,1187,112630
1676957868319,1198,113828
1676957869310,1168,114996
1676957870300,1253,116249
1676957871290,1222,117471
1676957873269,1210,118681
1676957874260,1179,119860
1676957875249,1208,121068
1676957876239,1191,122259
1676957877229,1240,123499
1676957879209,1240,124739
1676957880199,1196,125935
1676957881189,1151,127086
1676957882179,1176,128262
1676957884159,1206,129468
1676957885149,1302,130770
1676957887130,1264,132034
1676957887188,1242,133276
1676957889109,1177,134453
1676957891089,1173,135626
1676957891194,1208,136834
1676957892079,1249,138083
1676957893069,1258,139341
1676957895049,1217,140558
1676957896039,1230,141788
1676957897029,1207,142995
1676957898019,1188,144183
1676957899009,1246,145429
1676957900989,1260,146689
1676957901979,1236,147925
1676957902969,1218,149143
1676957903959,1182,150325
1676957905939,1216,151541
1676957906930,1260,152801
1676957908422,1238,154039
1676957909404,1219,155258
1676957910394,1208,156466
1676957912377,1191,157657
1676957913364,1217,158874
1676957914354,1256,160130
1676957915344,1236,161366
1676957916335,1210,162576
1676957918313,1175,163751
1676957919304,1156,164907
1676957920304,1193,166100
1676957921284,1280,167380
1676957922274,1271,168651
1676957923264,1107,169758
1676957924252,953,170711
1676957925244,919,171630
1676957926234,885,172515
1676957927227,854,173369
1676957927258,849,174218
1676957927287,712,174930
1676957930192,868,175798
1676957931184,882,176680
1676957932172,863,177543
1676957932195,841,178384
1676957933163,824,179208
1676957934153,817,180025
1676957935144,825,180850
1676957937124,796,181646
1676957937153,776,182422
1676957937206,762,183184
1676957939104,750,183934
1676957939155,731,184665
1676957939172,718,185383
1676957941084,708,186091
1676957941144,698,186789
1676957941170,687,187476
1676957942073,683,188159
1676957943063,682,188841
1676957943086,685,189526
1676957944054,692,190218
1676957945043,713,190931
1676957946032,720,191651
1676957947023,785,192436
1676957948012,808,193244
1676957949003,886,194130
1676957949991,962,195092
1676957950984,1041,196133
1676957951021,981,197114
1676957951971,916,198030
1676957952963,900,198930
1676957953951,851,199781
1676957954943,836,200617
1676957955931,906,201523
1676957957418,1004,202527
1676957958410,928,203455
1676957958442,863,204318
1676957960389,847,205165
1676957960449,801,205966
1676957961378,792,206758
1676957962368,849,207607
1676957963358,906,208513
1676957963386,847,209360
1676957964347,804,210164
1676957965338,795,210959
1676957966328,795,211754
1676957967317,801,212555
1676957968307,827,213382
1676957969297,903,214285
1676957969327,905,215190
1676957970288,883,216073
1676957971277,850,216923
1676957972267,839,217762
1676957973258,804,218566
1676957974247,791,219357
1676957974281,832,220189
1676957975237,896,221085
