timestamp, since_start, heart_rate 

1676237561897,0,60
1676237562886,989,59
1676237563932,2035,59
1676237564909,3012,59
1676237565923,4026,59
1676237566890,4993,59
1676237567891,5994,59
1676237568931,7034,59
1676237569915,8018,59
1676237570912,9015,59
1676237572220,10323,59
1676237573707,11810,59
1676237574178,12281,59
1676237575171,13274,59
1676237576163,14266,59
1676237577148,15251,60
1676237578138,16241,60
1676237579129,17232,61
1676237580121,18224,62
1676237581110,19213,62
1676237582098,20201,61
1676237583092,21195,61
1676237584081,22184,61
1676237585068,23171,60
1676237586490,24593,61
1676237587047,25150,60
1676237588038,26141,60
1676237589027,27130,60
1676237590029,28132,59
1676237592026,30129,59
1676237592070,30173,59
1676237593017,31120,59
1676237593970,32073,59
1676237594977,33080,59
1676237595957,34060,58
1676237596947,35050,58
1676237597939,36042,57
1676237598928,37031,57
1676237599916,38019,57
1676237600909,39012,57
1676237601898,40001,57
1676237602887,40990,57
1676237603878,41981,57
1676237605363,43466,57
1676237606351,44454,57
1676237607454,45557,57
1676237608335,46438,57
1676237609346,47449,57
1676237610353,48456,57
1676237611301,49404,57
1676237612333,50436,57
1676237613275,51378,57
1676237614301,52404,57
1676237616283,54386,57
1676237616317,54420,57
1676237617281,55384,57
1676237618242,56345,57
1676237620332,58435,56
1676237620461,58564,56
1676237621212,59315,56
1676237622214,60317,57
1676237623105,61208,57
1676237624052,62155,57
1676237625231,63334,57
1676237626062,64165,57
1676237626988,65091,57
1676237628604,66707,56
1676237629072,67175,57
1676237629965,68068,57
1676237630969,69072,57
1676237631965,70068,57
1676237632948,71051,57
1676237633949,72052,57
1676237634931,73034,57
1676237635929,74032,56
1676237636910,75013,56
1676237637899,76002,56
1676237638891,76994,56
1676237640062,78165,56
1676237641082,79185,56
1676237642035,80138,56
1676237643032,81135,56
1676237644016,82119,56
1676237645039,83142,56
1676237646032,84135,56
1676237647179,85282,56
1676237648163,86266,56
1676237649155,87258,56
1676237650148,88251,57
1676237651042,89145,56
1676237652194,90297,56
1676237653183,91286,56
1676237654668,92771,56
1676237655659,93762,56
1676237656649,94752,56
1676237657639,95742,56
1676237658716,96819,56
1676237659537,97640,56
1676237660419,98522,56
1676237661265,99368,56
1676237662101,100204,56
1676237663046,101149,56
1676237664049,102152,56
1676237666042,104145,55
1676237666072,104175,56
1676237667050,105153,56
1676237668038,106141,56
1676237669033,107136,56
1676237670036,108139,56
1676237670993,109096,56
1676237672015,110118,56
1676237673034,111137,55
1676237674035,112138,55
1676237675036,113139,56
1676237676037,114140,56
1676237677040,115143,56
1676237678033,116136,56
1676237679044,117147,56
1676237679997,118100,56
1676237681031,119134,56
1676237682031,120134,56
1676237683058,121161,56
1676237684031,122134,56
1676237685036,123139,57
1676237685996,124099,57
1676237687039,125142,57
1676237688040,126143,57
1676237688965,127068,57
1676237690033,128136,56
1676237691030,129133,56
1676237692034,130137,56
1676237693028,131131,56
1676237694036,132139,56
1676237695033,133136,56
1676237696036,134139,57
1676237697028,135131,56
1676237698031,136134,56
1676237699032,137135,56
1676237700033,138136,56
1676237701034,139137,56
1676237702030,140133,56
1676237703038,141141,57
1676237704292,142395,57
1676237705253,143356,57
1676237706274,144377,57
1676237707260,145363,57
1676237708253,146356,57
1676237709240,147343,56
1676237710084,148187,56
1676237711035,149138,56
1676237712043,150146,56
1676237713032,151135,56
1676237714028,152131,57
1676237715028,153131,57
1676237716029,154132,57
1676237717040,155143,56
1676237718032,156135,56
1676237719035,157138,56
1676237720027,158130,56
1676237720993,159096,56
1676237722014,160117,56
1676237723034,161137,56
1676237724066,162169,57
1676237725074,163177,56
1676237726067,164170,56
1676237727053,165156,56
1676237728046,166149,56
1676237729037,167140,56
1676237730037,168140,56
1676237731042,169145,56
1676237732030,170133,56
1676237733036,171139,56
1676237734014,172117,56
1676237735036,173139,56
1676237736031,174134,55
1676237736996,175099,55
1676237738029,176132,55
1676237739028,177131,56
1676237740030,178133,56
1676237741030,179133,56
1676237742030,180133,56
1676237743028,181131,56
1676237744168,182271,56
1676237745155,183258,56
1676237746148,184251,56
1676237747120,185223,56
1676237748122,186225,56
1676237749205,187308,56
1676237750105,188208,57
1676237751029,189132,57
1676237752014,190117,57
1676237753029,191132,57
1676237754028,192131,57
1676237755028,193131,56
1676237756028,194131,56
1676237757031,195134,56
1676237758035,196138,56
1676237759031,197134,56
1676237760149,198252,56
1676237761155,199258,56
1676237762139,200242,56
1676237763135,201238,56
1676237764124,202227,56
1676237765163,203266,56
1676237767037,205140,55
1676237767062,205165,56
1676237768028,206131,56
1676237769036,207139,56
1676237770030,208133,56
1676237771034,209137,56
1676237772034,210137,56
1676237773028,211131,56
1676237774029,212132,56
1676237775033,213136,56
1676237776028,214131,56
1676237777029,215132,56
1676237777995,216098,56
1676237779033,217136,56
1676237780044,218147,56
1676237781031,219134,56
1676237782014,220117,56
1676237783030,221133,56
1676237784028,222131,56
1676237785031,223134,56
1676237786040,224143,56
1676237787037,225140,57
1676237788040,226143,57
1676237789030,227133,57
1676237790027,228130,57
1676237791144,229247,57
1676237792153,230256,57
1676237793144,231247,57
1676237794134,232237,57
1676237795125,233228,57
1676237796174,234277,57
1676237797035,235138,57
1676237798033,236136,58
1676237799038,237141,57
1676237800040,238143,57
1676237801030,239133,57
1676237802030,240133,57
1676237803030,241133,57
1676237804213,242316,57
1676237805203,243306,57
1676237806165,244268,57
1676237807033,245136,57
1676237808033,246136,58
1676237809028,247131,58
1676237810028,248131,57
1676237811034,249137,57
1676237812028,250131,57
1676237813028,251131,58
1676237814030,252133,58
1676237815031,253134,58
1676237816036,254139,58
1676237817031,255134,59
1676237818036,256139,59
1676237819027,257130,59
1676237820037,258140,58
1676237821029,259132,58
1676237822029,260132,58
1676237823035,261138,58
1676237824028,262131,58
1676237825035,263138,59
1676237826216,264319,59
1676237827177,265280,59
1676237828195,266298,59
1676237829028,267131,58
1676237830029,268132,58
1676237831033,269136,58
1676237832030,270133,58
1676237833033,271136,58
1676237834044,272147,58
1676237835191,273294,59
1676237836181,274284,59
1676237837170,275273,59
1676237838655,276758,59
1676237839151,277254,59
1676237840178,278281,58
1676237841133,279236,58
1676237842027,280130,58
1676237843027,281130,58
1676237844034,282137,59
1676237846033,284136,59
1676237846048,284151,59
1676237847034,285137,59
1676237848036,286139,59
1676237849040,287143,59
1676237849995,288098,58
1676237851028,289131,58
1676237852038,290141,58
1676237853027,291130,58
1676237854029,292132,58
1676237855026,293129,58
1676237856038,294141,59
1676237857036,295139,59
1676237858033,296136,59
1676237859032,297135,59
1676237860029,298132,59
1676237860996,299099,59
1676237862035,300138,59
1676237863032,301135,59
1676237864038,302141,59
1676237865035,303138,59
1676237866030,304133,60
1676237867027,305130,59
1676237868036,306139,59
1676237870030,308133,59
1676237870056,308159,58
1676237871042,309145,58
1676237872029,310132,58
1676237873028,311131,58
1676237874037,312140,58
1676237875028,313131,59
1676237876040,314143,58
1676237877072,315175,58
1676237878078,316181,58
1676237879057,317160,58
1676237880049,318152,58
1676237881056,319159,58
1676237882040,320143,58
1676237883013,321116,58
1676237884150,322253,58
1676237885146,323249,59
1676237886142,324245,58
1676237887133,325236,58
1676237888123,326226,58
1676237889184,327287,58
1676237890044,328147,58
1676237891030,329133,58
1676237892040,330143,58
1676237893036,331139,59
1676237894031,332134,59
1676237896038,334141,58
1676237896062,334165,58
1676237897037,335140,58
1676237898174,336277,58
1676237899183,337286,58
1676237900172,338275,58
1676237901161,339264,58
1676237902645,340748,58
1676237903350,341453,58
1676237904180,342283,58
1676237905034,343137,58
1676237906027,344130,58
1676237907033,345136,58
1676237908038,346141,58
1676237909030,347133,58
1676237910030,348133,58
1676237911038,349141,58
1676237911964,350067,58
1676237913037,351140,58
1676237914041,352144,58
1676237915043,353146,58
1676237915995,354098,58
1676237916984,355087,58
1676237917980,356083,58
1676237918963,357066,58
1676237919957,358060,58
1676237920944,359047,58
1676237921936,360039,58
1676237922925,361028,58
1676237923916,362019,58
1676237924905,363008,58
1676237925895,363998,58
1676237926890,364993,58
1676237927872,365975,58
1676237928864,366967,58
1676237929848,367951,58
1676237930825,368928,58
1676237931833,369936,57
1676237932817,370920,58
1676237933813,371916,58
1676237934811,372914,58
1676237935796,373899,58
1676237936786,374889,58
1676237937775,375878,59
1676237938779,376882,58
1676237939757,377860,58
1676237940745,378848,58
1676237941733,379836,58
1676237942726,380829,58
1676237943719,381822,59
1676237945699,383802,59
1676237945745,383848,59
1676237946683,384786,59
1676237947679,385782,59
1676237948664,386767,59
1676237949655,387758,59
1676237950630,388733,59
1676237952132,390235,59
1676237953118,391221,59
1676237954112,392215,59
1676237955100,393203,59
1676237956059,394162,59
1676237957082,395185,60
1676237958084,396187,60
1676237959062,397165,59
1676237960049,398152,59
1676237961060,399163,59
1676237962028,400131,59
1676237963018,401121,59
1676237964010,402113,60
1676237964998,403101,61
1676237966006,404109,62
1676237966956,405059,63
1676237967965,406068,64
1676237968958,407061,65
